filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/25.png,skeleton recolor,"Michael Whitlock (bigbeargames), Rhimlock, Johannes Sjölund (wulax)","GPL 3.0, CC-BY-SA 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
