filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/male/wolf/chestnut.png,,"Benjamin K. Smith (BenCreating), Johannes Sjölund (wulax), Matthew Krohn (makrohn), Stephen Challener (Redshrike), William.Thompsonj, Sander Frenken (castelonia)","GPL 3.0, CC-BY-SA 3.0",https://opengameart.org/content/lpc-wolfman,,,,,OK
