filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/none.png,,,CC0,,,,,,BAD
weapons/right hand/shovel.png,,"XOR, Johannes Sjölund (wulax), Inboxninja",CC-BY-SA 3.0,https://opengameart.org/content/spear-walk,https://opengameart.org/content/lpc-spadeshovel-spritesheet,,,,OK
