filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/none.png,,,CC0,,,,,,BAD
facial/formal_glasses.png,,"bluecarrot16, Thane Brimhall (pennomi), laetissima","GPL 3.0, CC-BY-SA 3.0",https://opengameart.org/content/clothing-facial-features-and-ui-elements,https://opengameart.org/content/lpc-gentleman,,,,OK
