filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/none.png,,,CC0,,,,,,BAD
facial/Male_maskDark.png,,Nila122,"GPL 2.0, GPL 3.0, CC-BY-SA 3.0",https://opengameart.org/content/lpc-masks,,,,,OK
