filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/male/orcs/2.png,,"Lanea Zimmerman (Sharm), Stephen Challener (Redshrike), Manuel Riecke (MrBeast), Charles Sanchez (CharlesGabriel), Zi Ye",CC-BY-SA 3.0,https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/sinbad-the-ogre,https://opengameart.org/content/four-characters-my-lpc-entries,https://opengameart.org/content/lpc-male-sheets,,OK
