filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/zombie.png,,"Benjamin K. Smith (BenCreating), Sander Frenken (castelonia), Johannes Sjölund (wulax), Stephen Challener (Redshrike)","GPL 3.0, CC-BY-SA 3.0",https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-zombie,,,OK
