filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/none.png,,,CC0,,,,,,BAD
weapons/right hand/male/axe.png,,"DarkwallLKE, Tuomo Untinen (reemax)","GPL 2.0, GPL 3.0, CC-BY-SA 3.0",https://opengameart.org/content/lpc-items-and-game-effects,https://opengameart.org/content/lpc-axe,,,,OK
