filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
body/none.png,,,CC0,,,,,,BAD
weapons/right hand/male/dagger_male.png,,"Johannes Sjölund (wulax), XOR",CC-BY-SA 3.0,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/knife-walk,,,,OK
